MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
11,3,69.5,2887.0,0,0,3,1,3,4,2,4,2,2,0,2,6.0,5.0,1996.0,1997.0,1,1,13,14,2,0.0,2,2,2,3,2,2,6,1003.0,1,0.0,288.0,1291.0,1,4,1,4,1291.0,0.0,0.0,1291.0,1.0,0.0,1.0,0.0,2.0,1.0,3,6.0,6,1.0,3,1,1996.0,1,2.0,431.0,2,2,2,307.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,11.0,2008.0,8,4
5,3,64.0,8633.0,0,0,3,3,3,2,2,5,2,2,0,5,6.0,5.0,2005.0,2005.0,1,1,12,13,2,0.0,3,2,2,3,2,1,6,193.0,1,0.0,545.0,738.0,1,4,1,4,738.0,738.0,0.0,1476.0,1.0,0.0,2.0,1.0,3.0,1.0,3,7.0,6,0.0,-1,1,2005.0,3,2.0,540.0,2,2,2,100.0,35.0,0.0,0.0,0.0,0.0,0,0,2,0.0,2.0,2009.0,8,4
13,1,30.0,3000.0,0,1,3,3,3,4,2,21,2,2,4,5,6.0,5.0,2009.0,2009.0,1,1,12,13,3,76.0,3,2,2,3,2,3,6,294.0,1,0.0,318.0,612.0,1,4,1,4,612.0,612.0,0.0,1224.0,0.0,0.0,2.0,1.0,2.0,1.0,3,4.0,6,0.0,-1,5,2009.0,2,2.0,528.0,2,2,2,0.0,234.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2009.0,6,5
13,1,24.0,2645.0,0,1,3,3,3,4,2,21,2,2,3,5,8.0,5.0,1999.0,2000.0,1,1,8,8,1,456.0,3,2,2,3,2,1,1,0.0,1,0.0,776.0,776.0,1,4,1,4,764.0,677.0,0.0,1441.0,0.0,0.0,2.0,1.0,2.0,1.0,3,5.0,6,0.0,-1,5,1999.0,1,2.0,492.0,2,2,2,206.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,11.0,2007.0,8,4
0,3,80.0,10400.0,0,0,3,3,3,4,2,14,2,2,0,2,7.0,6.0,1970.0,1970.0,3,1,9,10,1,288.0,2,2,2,2,2,1,1,0.0,1,0.0,1304.0,1304.0,1,3,1,4,1682.0,0.0,0.0,1682.0,0.0,0.0,2.0,0.0,3.0,1.0,2,7.0,6,1.0,3,1,1970.0,1,2.0,530.0,2,2,2,98.0,0.0,0.0,0.0,0.0,0.0,0,3,2,0.0,5.0,2008.0,8,4
5,3,149.0,12589.0,0,0,1,3,3,4,2,8,2,2,0,5,6.0,5.0,2005.0,2005.0,1,1,12,13,2,0.0,3,2,2,3,2,1,1,0.0,1,0.0,742.0,742.0,1,4,1,4,742.0,742.0,0.0,1484.0,0.0,0.0,2.0,1.0,3.0,1.0,3,8.0,6,1.0,3,1,2005.0,3,2.0,390.0,2,2,2,36.0,24.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2009.0,8,4
11,3,53.0,3684.0,0,0,3,3,3,4,2,0,2,2,4,2,7.0,5.0,2007.0,2007.0,3,1,12,13,1,130.0,3,2,2,3,2,1,1,0.0,1,0.0,1373.0,1373.0,1,4,1,4,1555.0,0.0,0.0,1555.0,0.0,0.0,2.0,0.0,2.0,1.0,3,7.0,6,1.0,2,1,2007.0,3,3.0,660.0,2,2,2,143.0,20.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2009.0,8,4
5,3,65.0,8125.0,0,0,3,3,3,4,2,8,2,2,0,5,6.0,5.0,1994.0,1995.0,1,1,6,6,2,0.0,2,2,2,3,2,1,1,0.0,1,0.0,702.0,702.0,1,3,1,4,702.0,779.0,0.0,1481.0,0.0,0.0,2.0,1.0,3.0,1.0,2,6.0,6,1.0,2,1,1994.0,3,2.0,343.0,2,2,2,0.0,36.0,0.0,0.0,0.0,0.0,0,0,2,0.0,3.0,2009.0,8,4
0,3,80.0,8400.0,0,0,3,3,3,4,2,12,2,2,0,2,6.0,9.0,1962.0,2005.0,1,1,13,14,1,237.0,3,3,1,2,2,1,1,0.0,1,0.0,1319.0,1319.0,1,2,1,4,1537.0,0.0,0.0,1537.0,1.0,0.0,1.0,1.0,3.0,1.0,3,7.0,6,1.0,3,1,1962.0,2,2.0,462.0,2,2,2,0.0,36.0,0.0,0.0,0.0,0.0,0,4,2,0.0,7.0,2008.0,0,0
6,3,75.0,12000.0,0,0,3,2,3,4,2,6,2,2,0,5,7.0,7.0,1941.0,1950.0,1,1,8,8,2,0.0,2,2,1,2,2,1,3,275.0,1,0.0,429.0,704.0,1,4,1,4,860.0,704.0,0.0,1564.0,0.0,0.0,1.0,1.0,3.0,1.0,1,7.0,6,1.0,3,1,1941.0,1,1.0,234.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,7.0,2009.0,8,4
8,3,82.0,9020.0,0,0,3,3,3,4,2,12,2,2,0,7,6.0,7.0,1966.0,1966.0,1,1,6,6,1,183.0,2,2,1,2,2,4,3,312.0,5,539.0,276.0,1127.0,1,2,1,4,1165.0,0.0,0.0,1165.0,1.0,0.0,1.0,1.0,3.0,1.0,2,6.0,6,0.0,-1,1,1966.0,2,2.0,490.0,3,3,2,0.0,129.0,0.0,0.0,0.0,0.0,0,4,2,0.0,5.0,2008.0,8,4
0,3,69.5,15611.0,0,0,2,3,3,0,2,14,2,2,0,2,5.0,6.0,1977.0,1977.0,1,1,12,13,2,0.0,2,2,2,3,2,3,5,767.0,2,93.0,266.0,1126.0,1,2,1,4,1126.0,0.0,0.0,1126.0,0.0,1.0,2.0,0.0,3.0,1.0,4,6.0,6,0.0,-1,1,1977.0,2,2.0,540.0,2,2,2,180.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,3.0,2008.0,8,0
5,3,62.0,7917.0,0,0,3,3,3,4,2,8,2,2,0,5,6.0,5.0,1999.0,2000.0,1,1,12,13,2,0.0,2,2,2,3,2,1,1,0.0,1,0.0,953.0,953.0,1,4,1,4,953.0,694.0,0.0,1647.0,0.0,0.0,2.0,1.0,3.0,1.0,2,7.0,6,1.0,2,1,1999.0,2,2.0,460.0,2,2,2,0.0,40.0,0.0,0.0,0.0,0.0,0,0,2,0.0,8.0,2007.0,8,4
8,3,70.0,12886.0,0,0,2,3,3,4,2,19,2,2,0,7,5.0,6.0,1963.0,1999.0,1,1,6,6,2,0.0,2,2,1,3,2,3,5,444.0,1,0.0,76.0,520.0,1,4,1,4,1464.0,0.0,0.0,1464.0,0.0,1.0,2.0,0.0,3.0,1.0,2,6.0,3,1.0,2,1,1997.0,2,2.0,480.0,2,2,2,302.0,0.0,0.0,0.0,100.0,0.0,0,0,2,0.0,10.0,2009.0,8,4
5,3,90.0,11700.0,0,0,3,3,3,4,2,14,2,2,0,5,6.0,6.0,1968.0,1968.0,4,1,6,1,1,365.0,3,2,1,2,2,1,5,384.0,3,175.0,143.0,702.0,1,3,1,4,1041.0,702.0,0.0,1743.0,0.0,1.0,1.0,2.0,3.0,1.0,2,7.0,6,1.0,3,1,1968.0,1,2.0,539.0,2,2,2,224.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2007.0,8,4
0,3,70.0,12243.0,0,0,2,3,3,4,2,14,2,2,0,2,5.0,6.0,1971.0,1971.0,1,1,9,10,2,0.0,2,2,1,3,2,3,5,998.0,1,0.0,486.0,1484.0,1,3,1,4,1484.0,0.0,0.0,1484.0,0.0,0.0,2.0,0.0,3.0,1.0,2,7.0,6,1.0,2,1,1971.0,1,2.0,487.0,2,2,2,224.0,0.0,0.0,0.0,180.0,0.0,0,0,2,0.0,2.0,2007.0,8,4
8,3,85.0,10200.0,0,0,3,3,3,4,2,23,2,2,0,7,6.0,5.0,1988.0,1989.0,1,1,6,6,1,219.0,3,2,1,3,2,3,6,783.0,1,0.0,678.0,1461.0,1,4,1,4,1509.0,0.0,0.0,1509.0,1.0,0.0,2.0,0.0,3.0,1.0,3,5.0,6,1.0,1,1,1988.0,2,2.0,600.0,2,2,2,224.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,8.0,2008.0,8,0
4,3,60.0,7200.0,0,0,3,3,3,0,2,18,1,2,0,0,5.0,7.0,1937.0,1950.0,1,1,13,14,1,252.0,2,2,0,3,2,1,5,569.0,1,0.0,162.0,731.0,1,4,1,4,981.0,787.0,0.0,1768.0,1.0,0.0,1.0,1.0,3.0,1.0,3,7.0,6,2.0,2,5,1939.0,1,1.0,240.0,2,2,2,0.0,0.0,264.0,0.0,0.0,0.0,0,3,2,0.0,6.0,2007.0,8,4
13,3,36.0,2628.0,0,0,3,3,3,4,2,16,2,2,3,5,7.0,5.0,2003.0,2003.0,1,1,12,15,3,106.0,3,2,2,3,2,1,1,0.0,1,0.0,764.0,764.0,1,4,1,4,764.0,862.0,0.0,1626.0,0.0,0.0,2.0,1.0,2.0,1.0,3,6.0,6,0.0,-1,3,2003.0,2,2.0,474.0,2,2,2,0.0,27.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2010.0,8,4
0,3,80.0,9600.0,0,0,3,3,3,4,2,14,2,2,0,2,7.0,6.0,1973.0,1973.0,3,1,6,6,1,320.0,2,2,1,2,2,1,5,916.0,1,0.0,326.0,1242.0,1,1,1,4,1242.0,0.0,0.0,1242.0,0.0,0.0,1.0,1.0,3.0,1.0,2,6.0,6,1.0,2,1,1973.0,1,2.0,528.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,9.0,2007.0,8,4
11,3,51.0,3635.0,0,0,3,3,3,4,2,0,2,2,4,2,7.0,5.0,2007.0,2007.0,3,1,12,13,1,130.0,3,2,2,3,2,1,5,988.0,1,0.0,398.0,1386.0,1,4,1,4,1569.0,0.0,0.0,1569.0,0.0,1.0,2.0,0.0,1.0,1.0,3,7.0,6,1.0,2,1,2007.0,2,3.0,660.0,2,2,2,143.0,20.0,0.0,0.0,0.0,0.0,0,0,2,0.0,5.0,2009.0,8,4
5,3,65.0,7153.0,0,0,3,3,3,4,2,20,2,2,0,5,6.0,5.0,1992.0,1992.0,1,1,12,13,2,0.0,3,3,2,3,2,1,5,387.0,1,0.0,374.0,761.0,1,4,1,4,810.0,793.0,0.0,1603.0,0.0,0.0,2.0,1.0,3.0,1.0,3,7.0,6,0.0,-1,1,1992.0,2,2.0,484.0,2,2,2,0.0,124.0,0.0,0.0,0.0,0.0,0,0,2,0.0,7.0,2006.0,8,4
0,3,63.0,7875.0,0,0,3,3,3,4,2,8,2,2,0,2,7.0,5.0,1995.0,1996.0,1,1,6,6,1,38.0,2,2,2,3,3,1,1,0.0,1,0.0,1237.0,1237.0,1,3,1,4,1253.0,0.0,0.0,1253.0,0.0,0.0,2.0,0.0,3.0,1.0,2,6.0,6,1.0,2,1,1995.0,3,2.0,402.0,2,2,2,220.0,21.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2007.0,8,4
5,3,51.0,8029.0,0,0,2,3,3,4,2,8,2,2,0,5,6.0,5.0,2005.0,2005.0,1,1,12,13,2,0.0,2,2,2,3,2,1,1,0.0,1,0.0,728.0,728.0,1,4,1,4,728.0,728.0,0.0,1456.0,0.0,0.0,2.0,1.0,3.0,1.0,3,8.0,6,0.0,-1,1,2005.0,3,2.0,400.0,2,2,2,100.0,24.0,0.0,0.0,0.0,0.0,0,0,2,0.0,7.0,2008.0,8,4
13,1,34.0,3230.0,0,1,3,3,3,0,2,21,2,2,4,5,6.0,5.0,1999.0,1999.0,1,1,8,8,1,1129.0,2,2,2,3,2,1,6,419.0,1,0.0,310.0,729.0,1,3,1,4,729.0,729.0,0.0,1458.0,0.0,0.0,2.0,1.0,2.0,1.0,2,5.0,6,1.0,1,5,1999.0,1,2.0,440.0,2,2,2,0.0,32.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2007.0,8,4
0,3,54.0,13811.0,0,0,2,3,3,4,2,23,2,2,0,2,6.0,6.0,1987.0,1987.0,1,1,6,6,1,72.0,2,2,1,3,3,1,6,980.0,2,40.0,92.0,1112.0,1,3,1,4,1137.0,0.0,0.0,1137.0,1.0,0.0,2.0,0.0,2.0,1.0,3,5.0,6,1.0,2,1,1987.0,1,2.0,551.0,2,2,2,125.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,7.0,2006.0,8,4
8,3,120.0,19296.0,0,0,3,3,3,0,2,12,0,2,0,7,6.0,5.0,1962.0,1962.0,1,1,13,14,1,399.0,2,2,1,2,2,4,3,672.0,5,690.0,0.0,1362.0,1,2,1,4,1382.0,0.0,0.0,1382.0,1.0,0.0,1.0,0.0,3.0,1.0,2,6.0,6,1.0,2,1,1991.0,1,2.0,884.0,2,2,2,0.0,0.0,252.0,0.0,0.0,0.0,0,2,2,0.0,5.0,2009.0,8,4
5,3,69.5,9900.0,0,0,3,3,3,4,2,14,1,2,0,5,7.0,5.0,1968.0,1968.0,1,1,8,8,1,342.0,2,2,1,2,2,1,4,552.0,1,0.0,280.0,832.0,1,3,1,4,1098.0,880.0,0.0,1978.0,0.0,0.0,2.0,1.0,4.0,1.0,2,9.0,6,1.0,3,1,1968.0,2,2.0,486.0,2,2,2,0.0,43.0,0.0,0.0,0.0,0.0,0,4,2,0.0,4.0,2008.0,8,4
0,3,78.0,9317.0,0,0,2,3,3,4,2,5,2,2,0,2,6.0,5.0,2006.0,2006.0,1,1,12,13,2,0.0,3,2,2,3,2,1,6,24.0,1,0.0,1290.0,1314.0,1,3,1,4,1314.0,0.0,0.0,1314.0,0.0,0.0,2.0,0.0,3.0,1.0,3,6.0,6,1.0,3,1,2006.0,2,2.0,440.0,2,2,2,0.0,22.0,0.0,0.0,0.0,0.0,0,0,2,0.0,3.0,2007.0,8,4
0,3,73.0,8993.0,0,0,2,3,3,4,2,8,2,2,0,2,7.0,5.0,2007.0,2007.0,1,1,12,13,2,0.0,3,2,2,3,2,3,1,0.0,1,0.0,1302.0,1302.0,1,4,1,4,1302.0,0.0,0.0,1302.0,0.0,0.0,2.0,0.0,3.0,1.0,3,6.0,6,0.0,-1,1,2007.0,3,2.0,436.0,2,2,2,0.0,22.0,0.0,0.0,0.0,0.0,0,0,2,0.0,8.0,2007.0,6,5
0,3,87.0,11029.0,0,0,2,3,3,0,2,12,2,2,0,2,6.0,8.0,1958.0,2002.0,3,1,8,8,2,0.0,4,2,1,3,2,1,5,528.0,4,411.0,245.0,1184.0,1,4,1,4,1414.0,0.0,0.0,1414.0,1.0,0.0,1.0,0.0,3.0,1.0,2,6.0,2,1.0,2,1,1990.0,1,2.0,601.0,2,2,2,0.0,51.0,0.0,0.0,190.0,0.0,0,0,2,0.0,5.0,2008.0,8,4
6,3,63.0,15576.0,0,0,3,3,3,4,2,6,2,2,0,5,6.0,7.0,1915.0,1976.0,1,1,13,10,2,0.0,2,2,0,3,2,1,1,0.0,1,0.0,840.0,840.0,1,4,1,4,840.0,840.0,0.0,1680.0,0.0,0.0,2.0,0.0,4.0,1.0,2,8.0,6,0.0,-1,1,1960.0,1,1.0,308.0,2,2,2,0.0,0.0,160.0,0.0,0.0,0.0,0,0,2,0.0,3.0,2008.0,8,4
13,1,69.5,2117.0,0,0,3,3,3,4,2,21,2,2,3,5,6.0,5.0,2000.0,2000.0,1,1,8,8,1,456.0,3,2,2,3,2,1,6,436.0,1,0.0,320.0,756.0,1,4,1,4,769.0,756.0,0.0,1525.0,0.0,0.0,2.0,1.0,3.0,1.0,3,5.0,6,1.0,2,5,2000.0,1,2.0,440.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2007.0,8,4
4,3,57.0,7558.0,0,0,3,2,3,4,2,6,2,2,0,0,6.0,6.0,1928.0,1950.0,1,1,3,11,2,0.0,2,2,0,2,2,1,1,0.0,1,0.0,896.0,896.0,1,3,1,4,1172.0,741.0,0.0,1913.0,0.0,0.0,1.0,1.0,3.0,1.0,2,9.0,6,1.0,2,5,1929.0,1,2.0,342.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,3.0,2009.0,8,4
5,3,69.5,13869.0,0,0,1,3,3,0,2,8,2,2,0,5,6.0,6.0,1997.0,1997.0,1,1,12,13,2,0.0,2,2,2,3,2,3,6,182.0,1,0.0,612.0,794.0,1,3,1,4,794.0,676.0,0.0,1470.0,0.0,1.0,2.0,0.0,3.0,1.0,2,6.0,6,0.0,-1,1,1997.0,3,2.0,388.0,2,2,2,0.0,75.0,0.0,0.0,0.0,0.0,0,0,2,0.0,7.0,2007.0,8,4
0,3,105.0,11249.0,0,0,1,3,3,4,2,5,2,2,0,2,6.0,5.0,1995.0,1995.0,1,1,12,13,2,0.0,3,3,2,3,3,1,5,334.0,4,544.0,322.0,1200.0,1,4,1,4,1200.0,0.0,0.0,1200.0,1.0,0.0,2.0,0.0,3.0,1.0,3,6.0,6,0.0,-1,1,1995.0,2,2.0,521.0,2,2,2,0.0,26.0,0.0,0.0,0.0,0.0,0,0,2,0.0,8.0,2007.0,8,4
13,1,69.5,2117.0,0,0,3,3,3,4,2,21,2,2,3,5,6.0,5.0,2000.0,2000.0,1,1,8,8,1,216.0,3,2,2,3,2,1,6,378.0,1,0.0,378.0,756.0,1,4,1,4,769.0,804.0,0.0,1573.0,0.0,0.0,2.0,1.0,3.0,1.0,3,5.0,6,0.0,-1,5,2000.0,1,2.0,440.0,2,2,2,0.0,32.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2010.0,8,4
6,3,69.5,7500.0,0,0,2,2,3,4,2,6,2,2,0,5,6.0,7.0,1942.0,1950.0,1,1,13,14,2,0.0,2,2,1,2,2,1,4,547.0,1,0.0,224.0,771.0,1,1,1,4,753.0,741.0,0.0,1494.0,0.0,0.0,1.0,0.0,3.0,1.0,3,7.0,6,2.0,3,1,1942.0,1,1.0,213.0,2,2,1,0.0,0.0,0.0,0.0,224.0,0.0,0,0,2,0.0,11.0,2009.0,8,4
8,3,78.0,12090.0,0,0,3,3,3,4,2,14,2,2,0,7,6.0,7.0,1984.0,2003.0,3,1,12,13,1,74.0,2,2,1,3,2,1,1,0.0,1,0.0,585.0,585.0,1,4,1,4,1140.0,728.0,0.0,1868.0,0.0,0.0,3.0,1.0,3.0,1.0,2,7.0,6,1.0,2,3,1984.0,3,2.0,477.0,2,2,2,268.0,112.0,0.0,0.0,147.0,0.0,0,0,2,0.0,1.0,2007.0,8,0
0,3,70.0,9100.0,0,0,3,3,3,4,2,5,2,2,0,2,7.0,5.0,2001.0,2001.0,1,1,12,13,2,0.0,3,2,2,3,2,1,1,0.0,1,0.0,1212.0,1212.0,1,4,1,4,1212.0,0.0,0.0,1212.0,0.0,0.0,2.0,0.0,3.0,1.0,3,6.0,6,0.0,-1,1,2001.0,2,2.0,573.0,2,2,2,356.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2009.0,8,4
5,3,74.0,9056.0,0,0,2,3,3,4,2,8,2,2,0,5,8.0,5.0,2004.0,2004.0,1,1,12,13,2,0.0,3,2,2,4,3,3,1,0.0,1,0.0,707.0,707.0,1,4,1,4,707.0,707.0,0.0,1414.0,0.0,0.0,2.0,1.0,3.0,1.0,3,6.0,6,1.0,3,1,2004.0,3,2.0,403.0,2,2,2,100.0,35.0,0.0,0.0,0.0,0.0,0,0,2,0.0,10.0,2006.0,8,4
5,3,69.5,9636.0,0,0,2,3,3,0,2,8,2,2,0,5,6.0,5.0,1992.0,1993.0,1,1,12,13,2,0.0,2,2,2,3,2,1,1,0.0,1,0.0,808.0,808.0,1,3,1,4,808.0,785.0,0.0,1593.0,0.0,0.0,2.0,1.0,3.0,1.0,2,7.0,6,1.0,2,3,1993.0,2,2.0,389.0,2,2,2,342.0,40.0,0.0,0.0,0.0,0.0,0,3,2,0.0,12.0,2009.0,8,4
5,3,77.0,9206.0,0,0,3,3,3,4,2,20,2,2,0,5,6.0,5.0,1985.0,1985.0,1,1,6,6,1,336.0,3,2,1,3,2,1,1,0.0,1,0.0,741.0,741.0,1,2,1,4,977.0,755.0,0.0,1732.0,0.0,0.0,2.0,1.0,3.0,1.0,3,7.0,6,1.0,2,1,1985.0,3,2.0,476.0,2,2,2,192.0,46.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2010.0,8,4
9,3,69.5,12122.0,0,0,2,3,3,0,2,12,2,2,0,6,7.0,9.0,1961.0,2007.0,1,1,5,5,3,210.0,4,2,1,2,2,3,5,867.0,1,0.0,77.0,944.0,1,3,1,4,999.0,0.0,0.0,999.0,1.0,0.0,1.0,0.0,3.0,1.0,4,6.0,6,0.0,-1,1,1961.0,2,2.0,588.0,2,2,2,144.0,76.0,0.0,0.0,0.0,0.0,0,0,2,0.0,7.0,2008.0,8,4
11,4,69.5,3072.0,0,0,3,3,3,4,2,0,2,2,4,2,7.0,5.0,2004.0,2004.0,3,1,12,13,1,18.0,3,2,2,3,2,1,1,0.0,1,0.0,1375.0,1375.0,1,4,1,4,1414.0,0.0,0.0,1414.0,0.0,0.0,2.0,0.0,2.0,1.0,3,6.0,6,1.0,2,1,2004.0,3,2.0,398.0,2,2,2,144.0,20.0,0.0,0.0,0.0,0.0,0,0,2,0.0,5.0,2006.0,8,4
5,3,65.0,10237.0,0,0,3,3,3,4,2,8,6,2,0,5,6.0,5.0,2005.0,2007.0,1,1,12,13,2,0.0,3,2,2,3,2,1,1,0.0,1,0.0,783.0,783.0,1,4,1,4,783.0,701.0,0.0,1484.0,0.0,0.0,2.0,1.0,3.0,1.0,3,8.0,6,1.0,3,1,2005.0,3,2.0,393.0,2,2,2,0.0,72.0,0.0,0.0,0.0,0.0,0,0,2,0.0,7.0,2007.0,6,5
0,3,65.0,8450.0,0,0,3,3,3,4,2,20,2,2,0,2,7.0,5.0,2000.0,2001.0,1,1,12,13,1,108.0,2,2,2,3,2,1,1,0.0,1,0.0,1349.0,1349.0,1,4,1,4,1349.0,0.0,0.0,1349.0,0.0,0.0,2.0,0.0,3.0,1.0,2,6.0,6,0.0,-1,1,2000.0,1,2.0,539.0,2,2,2,120.0,55.0,0.0,0.0,0.0,0.0,0,4,2,0.0,12.0,2007.0,8,4
5,3,60.0,8123.0,0,0,2,3,3,4,2,8,6,2,0,5,6.0,5.0,2000.0,2000.0,1,1,12,13,1,16.0,2,2,2,3,2,1,1,0.0,1,0.0,982.0,982.0,1,4,1,4,1007.0,793.0,0.0,1800.0,0.0,0.0,2.0,1.0,3.0,1.0,2,7.0,6,1.0,2,1,2000.0,3,2.0,463.0,2,2,2,100.0,63.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2009.0,8,4
0,3,69.5,7153.0,0,0,3,3,3,4,2,20,2,2,0,2,6.0,5.0,1991.0,1991.0,1,1,6,6,1,88.0,2,2,1,3,2,1,6,1200.0,1,0.0,78.0,1278.0,1,3,1,4,1294.0,0.0,0.0,1294.0,1.0,0.0,2.0,0.0,3.0,1.0,3,6.0,6,0.0,-1,1,1991.0,2,2.0,496.0,2,2,2,112.0,51.0,0.0,0.0,0.0,0.0,0,2,2,0.0,6.0,2008.0,8,4
11,3,50.0,8012.0,0,0,3,3,3,4,2,20,2,2,4,2,6.0,5.0,1992.0,1992.0,1,1,9,7,2,0.0,3,2,2,3,2,1,6,430.0,1,0.0,1145.0,1575.0,1,3,1,4,1575.0,0.0,0.0,1575.0,1.0,0.0,2.0,0.0,2.0,1.0,3,5.0,6,0.0,-1,1,1992.0,2,2.0,529.0,2,2,2,0.0,0.0,52.0,0.0,0.0,0.0,0,0,2,0.0,7.0,2007.0,8,4
13,1,24.0,2280.0,0,1,3,3,3,4,2,21,2,2,3,5,7.0,5.0,1999.0,1999.0,1,1,8,8,1,360.0,2,2,2,3,2,1,5,549.0,1,0.0,195.0,744.0,1,3,1,4,757.0,744.0,0.0,1501.0,0.0,0.0,2.0,1.0,3.0,1.0,2,6.0,6,0.0,-1,5,1999.0,1,2.0,440.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,8.0,2008.0,8,4
5,3,65.0,9018.0,0,0,2,3,3,4,2,8,2,2,0,5,7.0,5.0,2007.0,2007.0,3,1,12,13,2,0.0,3,2,2,3,2,3,1,0.0,1,0.0,728.0,728.0,1,4,1,4,728.0,728.0,0.0,1456.0,0.0,0.0,2.0,1.0,3.0,1.0,3,8.0,6,1.0,3,1,2007.0,3,2.0,400.0,2,2,2,100.0,24.0,0.0,0.0,0.0,0.0,0,0,2,0.0,7.0,2007.0,6,5
0,3,63.0,8500.0,0,0,3,3,3,2,2,5,2,2,0,2,7.0,5.0,2004.0,2004.0,1,1,12,13,1,106.0,3,2,2,3,2,3,1,0.0,1,0.0,1422.0,1422.0,1,4,1,4,1422.0,0.0,0.0,1422.0,0.0,0.0,2.0,0.0,3.0,1.0,3,7.0,6,0.0,-1,1,2004.0,2,2.0,626.0,2,2,2,192.0,60.0,0.0,0.0,0.0,0.0,0,0,2,0.0,11.0,2007.0,8,4
5,3,58.0,17104.0,0,0,2,3,3,4,2,8,2,2,0,5,7.0,5.0,2006.0,2006.0,1,1,12,13,2,0.0,3,2,2,3,3,3,6,554.0,1,0.0,100.0,654.0,1,4,1,4,664.0,832.0,0.0,1496.0,1.0,0.0,2.0,1.0,3.0,1.0,3,7.0,6,1.0,3,1,2006.0,2,2.0,426.0,2,2,2,100.0,24.0,0.0,0.0,0.0,0.0,0,0,2,0.0,9.0,2006.0,6,5
0,3,85.0,11049.0,0,0,3,3,3,0,2,5,2,2,0,2,8.0,5.0,2007.0,2007.0,1,1,12,13,2,0.0,3,2,2,4,2,3,1,0.0,1,0.0,1234.0,1234.0,1,4,1,4,1234.0,0.0,0.0,1234.0,0.0,0.0,2.0,0.0,3.0,1.0,3,7.0,6,0.0,-1,1,2007.0,2,2.0,484.0,2,2,2,0.0,30.0,0.0,0.0,0.0,0.0,0,0,2,0.0,1.0,2008.0,8,4
8,3,85.0,9350.0,0,0,3,3,3,4,2,12,2,2,0,7,5.0,8.0,1965.0,1999.0,1,1,3,3,2,0.0,2,3,2,2,2,4,5,633.0,1,0.0,586.0,1219.0,1,3,1,4,1265.0,0.0,0.0,1265.0,0.0,1.0,2.0,0.0,3.0,1.0,3,6.0,6,1.0,3,1,1965.0,2,2.0,502.0,2,2,2,0.0,92.0,0.0,96.0,0.0,0.0,0,3,2,0.0,10.0,2008.0,8,4
5,3,90.0,11700.0,0,0,3,3,3,0,2,14,2,2,0,5,6.0,6.0,1968.0,1968.0,1,1,6,6,1,420.0,2,2,1,2,2,1,5,404.0,1,0.0,304.0,708.0,1,3,1,4,708.0,708.0,0.0,1416.0,0.0,0.0,2.0,1.0,3.0,1.0,2,7.0,6,1.0,2,1,1968.0,2,2.0,776.0,2,2,2,0.0,169.0,0.0,0.0,119.0,0.0,0,0,2,0.0,5.0,2006.0,8,4
